0.0	0.005	0.0	0.0	0.0	0.0	0.035	100.0
0.01	0.005	0.0	0.044349777422470586	0.0	0.0017860366241566265	0.0349957381497474	99.83596878959686
0.02	0.005	0.0	0.08527240943662125	0.0	0.006947391684246066	0.03499147681844815	99.6722066415736
0.03	0.005	0.0	0.1230327233547175	0.0	0.015207050411218333	0.03498721600603908	99.50871311458391
0.04	0.005	0.0	0.15787508231757638	0.0	0.02631052990633127	0.034982955712456985	99.34548776800548
0.05	0.005	0.0	0.19002496687789952	0.0	0.04002399753186366	0.03497869593763869	99.18253016193873
0.06	0.005	0.0	0.2196904337743244	0.0	0.056132554466766	0.034974436681521046	99.01983985720565
0.07	0.005	0.0	0.247063462346014	0.0	0.07443866788753972	0.03497017794404088	98.85741641534864
0.08	0.005	0.0	0.27232119705609203	0.0	0.09476073814374868	0.03496591972513503	98.69525939862928
0.09	0.005	0.0	0.2956270945000006	0.0	0.11693178815039323	0.034961662024740374	98.53336837002719
0.1	0.005	0.0	0.3171319800778267	0.0	0.1407982660991972	0.034957404842793756	98.37174289323886
0.11	0.005	0.0	0.33697502368628907	0.0	0.16621894892527656	0.034953148179232056	98.21038253267642
0.12	0.005	0.0	0.3552846405849277	0.0	0.1930639376264785	0.034948892033992145	98.04928685346653
0.13	0.005	0.0	0.3721793257456795	0.0	0.22121373332693636	0.034944636407010905	97.88845542144915
0.14	0.005	0.0	0.38776841570190795	0.0	0.25055839870913804	0.034940381298225236	97.72788780317642
0.15	0.005	0.0	0.40215279603021414	0.0	0.2809967849989325	0.034936126707572034	97.56758356591146
0.16	0.005	0.0	0.41542556143414294	0.0	0.31243581492183514	0.03493187263498822	97.40754227762721
0.17	0.005	0.0	0.42767260966452436	0.0	0.3447898401673665	0.03492761908041069	97.24776350700527
0.18	0.005	0.0	0.4389731992930705	0.0	0.37798004258627077	0.03492336604377639	97.08824682343476
0.19	0.005	0.0	0.44940046989521176	0.0	0.4119338778517533	0.03491911352502223	96.9289917970111
0.2	0.005	0.0	0.4590219025530078	0.0	0.44658458466470136	0.03491486152408516	96.76999799853489
0.21	0.005	0.0	0.46789976926704113	0.0	0.4818707097863037	0.03491061004090213	96.61126499951081
0.22	0.005	0.0	0.4760915277608377	0.0	0.5177356903478982	0.03490635907541009	96.45279237214633
0.23	0.005	0.0	0.4836501940719538	0.0	0.5541274633587965	0.034902108627546	96.29457968935068
0.24	0.005	0.0	0.4906246927958525	0.0	0.5909980987689697	0.03489785869724685	96.13662652473361
0.25	0.005	0.0	0.4970601602721286	0.0	0.6283034833182629	0.03489360928444958	95.97893245260437
0.26	0.005	0.0	0.5029982540515245	0.0	0.6660029996180329	0.034889360389091205	95.82149704797035
0.27	0.005	0.0	0.5084774029826328	0.0	0.7040592663716395	0.03488511201110871	95.66431988653616
0.28	0.005	0.0	0.5135330762956001	0.0	0.7424378618965779	0.03488086415043909	95.50740054470235
0.29	0.005	0.0	0.518197992390989	0.0	0.7811071080756044	0.03487661680701935	95.35073859956432
0.3	0.005	0.0	0.522502351486642	0.0	0.8200378332170686	0.03487236998078652	95.19433362891112
0.31	0.005	0.0	0.5264740099049015	0.0	0.8592031924526298	0.034868123671677624	95.03818521122443
